customerKey,sex,isMarried,isEmployed,hasNewBaby,age,educationLevel,occupationCategory,annualIncome,race,primaryLanguage,childrenNum,avgPurchaseAmount
2ca611ae97,Female,0,1,0,20,"High school",Sales,92504,White,Spanish,1,336.19
2ca6128a02,Male,1,1,0,26,"High school","Material moving",47246,White,English,1,349.89
2ca6138464,Female,1,0,0,84,"High school",NULL,83663,White,Spanish,0,394.74
2ca6146040,Female,1,1,0,59,"High school","Construction and extraction",52230,White,English,0,271.15
2ca6153c62,Female,0,1,0,44,College,"Food preparation",96662,White,English,0,298.55
2ca6162c30,Female,0,0,0,79,Basic,NULL,73896,"African american",English,0,241.29
2ca6171263,Female,0,1,0,28,"High school",Transportation,46668,White,English,3,257.32
2ca617ee39,Male,1,1,0,37,"High school",Education,51849,Mixed,English,3,330.71
a865de2c-5,Female,1,1,0,25,"High school","Business and finance",72975,"African american",English,0,255.85
2ca618ca87,Female,1,1,0,25,"High school","Business and finance",72975,"African american",English,0,286.75
2ca619a672,Male,1,1,0,27,"High school",Management,60950,White,Spanish,0,289.18
2ca61a7871,Male,1,1,0,34,"High school",Sales,47679,White,English,0,314.64
2ca61b5496,Male,0,1,0,45,"College advanced","Social services",59077,White,Spanish,0,326.81
2ca61c3062,Male,1,1,0,52,College,Sales,169544,White,English,0,327.22
2ca61d0c44,Female,1,1,0,58,"High school","Healthcare support",42059,White,Spanish,0,275.37
2ca61dde55,Female,1,1,0,37,"High school",Education,58934,"African american",English,0,328.99
2ca61ed813,Female,0,1,0,43,"High school","Food preparation",108156,White,English,0,282.29
2ca61fc812,Male,1,0,0,55,Basic,NULL,63925,Asian,English,0,294.21
2ca620c295,Female,1,1,0,49,"College advanced","Office administrative support",60547,"Native american",Spanish,0,249.43
2ca6219e61,Male,0,1,0,34,"High school",Sales,53509,White,English,5,421.72
a865dea4-5,Female,1,0,0,68,"High school",NULL,17625,White,English,0,253.99
2ca6227a39,Female,1,0,0,68,Basic,NULL,69285,Asian,English,0,290.24
2ca6235653,Female,1,1,0,51,College,Education,104143,"African american",English,0,376.98
2ca6242852,Female,0,0,0,40,"High school",NULL,61033,White,English,4,332.47
2ca6250451,Female,0,1,0,27,"High school","Healthcare practice",136399,White,Spanish,3,365.76
2ca625e032,Male,0,0,0,73,College,NULL,74005,White,English,0,228.56
2ca626b277,Male,0,1,0,19,"High school","Office administrative support",129811,"African american",English,4,373.63
2ca6278e36,Male,1,0,0,83,"High school",NULL,88342,White,English,0,306.49
2ca6286a30,Female,0,1,0,62,"High school","Food preparation",83949,White,English,0,263.76
2ca6294671,Female,0,1,0,62,College,Management,133083,White,English,0,342.98
2ca62b1c96,Female,1,0,0,73,"High school",NULL,59903,White,English,0,285.24
a865dfb2-5,Female,1,1,0,45,College,Management,32233,White,English,0,242.33
a865e048-5,Female,1,0,0,49,"High school",NULL,0,White,European,0,248.84
2ca62bf815,Female,0,1,0,24,College,"Food preparation",120910,Asian,Spanish,3,387.93
2ca62cd440,Female,0,0,0,73,"High school",NULL,119284,White,Spanish,0,323.80
2ca62db046,Male,1,1,0,38,"High school",Management,49906,"African american",Spanish,1,434.64
2ca62e8c96,Female,0,1,0,38,College,"Software engineering and math",81597,White,English,5,367.06
2ca62fa424,Female,0,0,0,77,"College advanced",NULL,55300,White,English,0,257.19
2ca6308a67,Male,0,1,0,59,College,Management,197481,"African american",Spanish,0,306.25
2ca6317006,Male,1,0,0,46,"High school",NULL,63615,White,English,0,233.28
2ca6324264,Female,1,1,0,29,"High school",Management,148889,White,English,0,361.80
2ca6331e54,Female,1,1,0,61,College,Sales,149634,White,Spanish,0,347.42
2ca633fa13,Female,0,0,0,68,"High school",NULL,70350,White,Spanish,0,225.86
2ca634d647,Female,1,1,0,52,College,Sales,42698,White,English,0,252.82
2ca635c681,Male,1,1,0,61,College,"Healthcare technology",56960,White,English,0,279.60
2ca636ac03,Male,0,1,0,61,"High school","Construction and extraction",154820,White,English,0,245.91
2ca6378811,Male,0,0,0,20,"High school",NULL,51296,White,English,2,299.68
a865e1b0-5,Female,1,1,0,50,"High school",Sales,0,"African american",Spanish,0,189.58
2ca6386477,Female,1,1,1,40,"High school",Management,50227,"Native american",English,1,463.25
97073e04-a,Female,1,1,1,40,"High school",Management,50227,"Native american",English,1,352.33
2ca6393613,Female,0,0,0,42,College,NULL,62930,White,European,0,252.31
2ca63a1256,Female,1,0,0,83,"High school",NULL,90430,White,English,0,282.84
2ca63ae467,Female,0,1,0,50,Basic,"Business and finance",56306,White,English,0,222.57
2ca63bc031,Female,1,1,0,20,"High school","Machine maintenance",61034,White,European,4,266.95
2ca63c9c02,Female,0,0,0,21,College,NULL,43922,White,English,0,269.29
a865e232-5,Male,0,1,1,36,"High school",Legal,64221,Mixed,English,4,409.58
2ca63d7880,Male,0,1,1,36,"High school",Legal,64221,Mixed,English,4,447.65
2ca63e5456,Female,0,1,0,35,Basic,"Office administrative support",84167,White,English,6,465.92
2ca63f4425,Male,1,0,0,23,College,NULL,87680,White,Spanish,2,430.40
a865e2aa-5,Female,0,0,0,30,"College advanced",NULL,64866,White,English,2,263.01
2ca6405243,Female,0,0,0,30,"College advanced",NULL,64866,White,English,2,354.47
a865e39a-5,Male,0,0,0,46,"High school",NULL,67039,White,Spanish,0,263.86
2ca6412e56,Male,0,0,0,46,"High school",NULL,67039,White,Spanish,0,201.48
2ca6420a59,Female,0,0,0,59,"High school",NULL,159460,White,English,0,329.76
a865e4bc-5,Female,0,1,0,43,"High school","Healthcare practice",75475,White,English,0,263.39
2ca643c211,Female,0,1,0,43,"High school","Healthcare practice",75475,White,English,0,250.81
2ca6449e09,Male,0,0,0,27,College,NULL,145382,White,English,1,351.98
2ca6457a58,Female,0,1,0,36,"High school",Legal,129604,White,English,1,372.70
2ca6465693,Male,1,1,0,24,"High school","Healthcare support",59894,White,Asian,3,273.26
a865e53e-5,Male,1,0,0,67,Basic,NULL,35421,White,Spanish,0,221.23
2ca6473216,Female,1,1,0,58,"College advanced","Office administrative support",72505,Mixed,English,0,341.99
2ca6480e11,Male,0,1,1,26,College,"Office administrative support",101941,White,English,3,445.03
97073f6c-a,Male,0,1,1,26,College,"Office administrative support",101941,White,English,3,427.00
2ca648ea09,Female,1,1,0,33,College,Management,42226,White,Spanish,3,292.43
2ca649bc57,Male,0,1,0,22,"High school","Food preparation",177260,White,English,9,326.90
2ca64ac006,Male,0,1,0,29,"High school","Sanitation and maintenance",142917,Mixed,English,0,292.82
2ca64b9c69,Female,1,1,0,26,College,"Healthcare practice",99153,"African american",English,0,368.20
2ca64c7890,Female,0,1,0,57,"High school","Healthcare practice",46642,"African american",English,0,248.78
2ca64d5442,Male,0,1,0,40,College,Transportation,69105,White,English,3,348.70
2ca64e3023,Male,0,1,0,41,"High school","Sanitation and maintenance",52618,"African american",English,0,243.74
2ca64f0c94,Female,0,0,0,67,"High school",NULL,41795,White,English,0,247.39
2ca64ffc08,Female,0,1,0,39,College,"Office administrative support",65497,White,Spanish,0,222.26
2ca650d867,Male,1,1,0,55,Basic,Legal,64441,"African american",English,0,274.77
a865e5c0-5,Male,0,1,0,26,"High school",Transportation,47596,White,English,2,297.62
2ca651b427,Male,0,1,0,26,"High school",Transportation,47596,White,English,2,394.93
2ca6529033,Male,0,1,0,53,"High school","Business and finance",82115,White,English,0,324.40
2ca6536237,Male,1,1,0,51,Basic,"Business and finance",197930,Mixed,English,0,396.26
2ca6543485,Male,1,1,0,56,"High school","Healthcare support",131273,White,Asian,0,308.99
2ca6552478,Female,1,0,0,55,College,NULL,190845,White,English,0,357.67
2ca6560a62,Female,1,1,0,46,"High school",Sales,64071,White,Spanish,0,216.83
2ca656dc66,Female,0,1,0,21,College,"Material production",140163,White,Spanish,2,383.38
2ca657b833,Female,1,1,0,42,"High school","Sanitation and maintenance",150205,White,Spanish,0,377.98
2ca6588a32,Female,0,1,0,53,"High school","Sanitation and maintenance",49583,White,English,0,242.96
2ca6597025,Male,0,0,0,56,College,NULL,82819,White,European,0,276.11
2ca65a4278,Male,0,0,0,55,College,NULL,126336,White,English,0,252.76
2ca65b1e52,Female,0,1,0,29,"High school","Business and finance",111566,White,English,1,375.81
2ca65bfa46,Female,0,0,0,56,"High school",NULL,44442,White,Spanish,0,237.59
2ca65ccc62,Female,0,0,0,61,College,NULL,183410,White,Spanish,0,263.01
2ca65da847,Female,0,1,0,36,"High school","Healthcare practice",145963,White,English,1,413.44
2ca65ea215,Male,0,1,0,51,Basic,"Office administrative support",66541,White,English,0,273.14
a865e638-5,Male,0,1,0,37,"High school","Material production",12417,White,Spanish,5,339.46
2ca65f9c24,Male,1,1,0,55,"High school",Sales,55657,"African american",English,0,291.15
2ca6609652,Male,1,1,0,21,Basic,"Material moving",41996,White,English,5,289.40
a865e6ce-5,Male,0,0,0,70,College,NULL,4552,White,English,0,205.75
2ca6617225,Male,1,1,0,45,"High school","Business and finance",123890,White,English,0,319.20
2ca6624e46,Male,0,1,0,24,"High school","Material moving",51723,White,Spanish,2,289.47
2ca6632a33,Female,1,1,0,43,College,"Office administrative support",62225,White,European,0,285.22
2ca6640611,Male,0,1,0,69,Basic,"Sanitation and maintenance",115885,White,English,0,327.84
2ca664e250,Female,0,1,0,61,"High school","Personal care",137881,White,English,0,302.55
2ca665dc60,Female,0,1,0,22,College,"Material production",70343,White,English,3,333.09
2ca666ae36,Female,0,0,0,42,"High school",NULL,48281,White,English,0,242.05
2ca6686648,Female,1,1,0,55,"College advanced","Healthcare support",99595,"African american",Other,0,295.08
2ca6694c37,Female,1,1,0,56,"High school","Sanitation and maintenance",85992,Asian,English,0,298.09
a865e8b8-5,Male,0,1,0,31,Basic,"Machine maintenance",40556,White,Spanish,1,304.38
2ca66a2824,Male,0,1,0,31,Basic,"Machine maintenance",40556,White,Spanish,1,264.92
2ca66b2243,Female,1,1,0,64,College,"Office administrative support",61956,White,English,0,263.18
2ca66c1c75,Female,0,1,0,74,College,"Machine maintenance",76575,White,English,0,241.56
2ca66cf836,Male,0,0,0,76,Basic,NULL,60054,White,Spanish,0,282.29
2ca66dca83,Male,0,0,0,67,"High school",NULL,65691,White,English,0,227.55
2ca66ea623,Male,1,0,0,21,College,NULL,61583,White,English,2,358.40
2ca66f8268,Female,0,0,0,64,"High school",NULL,66716,"African american",English,0,256.10
2ca6705403,Female,1,1,0,47,"College advanced","Law enforcement",135065,White,Spanish,0,361.64
a865e930-5,Female,1,0,0,72,"High school",NULL,60357,White,Spanish,0,300.56
2ca6713009,Female,1,0,0,72,"High school",NULL,60357,White,Spanish,0,265.09
2ca6722007,Male,0,1,0,25,"High school","Food preparation",78046,White,Spanish,1,332.44
2ca672fc31,Male,0,1,0,62,"High school","Healthcare practice",52651,White,English,0,243.58
a865e9c6-5,Male,1,0,0,73,College,NULL,13754,White,English,0,261.78
2ca673e299,Female,0,1,0,37,College,Management,63378,White,English,2,379.12
2ca674b493,Female,0,1,0,35,College,"Sports, media, and entertainment",45289,White,Spanish,3,366.36
a865ea3e-5,Male,1,1,0,47,"College advanced","Business and finance",0,White,Spanish,0,230.26
2ca675a411,Male,1,1,0,45,"High school","Food preparation",55840,White,English,0,326.47
2ca6768086,Female,0,1,0,66,College,"Office administrative support",46082,White,English,0,233.02
a865ebb0-5,Female,1,1,0,49,"High school","Personal care",32869,White,English,0,195.19
2ca6775c42,Male,1,1,0,53,College,"Material production",78635,"African american",English,0,424.48
2ca6783862,Male,0,1,0,32,"High school",Sales,110450,"African american",Spanish,4,496.82
2ca6791416,Female,1,0,0,70,"High school",NULL,61519,White,English,0,308.03
2ca679e654,Female,0,1,0,48,"High school",Sales,46440,White,English,0,243.36
2ca67ac200,Male,1,0,0,27,College,NULL,73704,"African american",Spanish,2,337.12
2ca67b9e05,Female,1,1,0,21,"High school","Office administrative support",97163,White,English,4,449.74
2ca67c7a25,Male,1,1,0,35,"High school",Transportation,46147,White,English,4,300.13
a865ec28-5,Male,0,1,0,34,Basic,"Personal care",37762,"African american",English,3,304.90
2ca67d5657,Female,1,1,0,56,College,"Sanitation and maintenance",62282,White,English,0,350.76
2ca67e3262,Male,0,1,0,63,College,"Business and finance",58851,White,English,0,229.66
2ca67f2c53,Female,1,1,0,25,"High school",Sales,46150,White,English,0,330.20
2ca6802608,Male,1,1,0,56,"High school","Material moving",148649,White,Spanish,0,358.45
a865ecb4-5,Male,0,0,0,60,College,NULL,65575,"African american",English,0,320.48
2ca6810226,Male,0,0,0,60,College,NULL,65575,"African american",English,0,262.54
2ca681f249,Male,0,1,0,36,Basic,Education,192613,White,English,3,374.32
2ca682ec28,Male,1,1,0,39,"College advanced","Healthcare technology",41851,Asian,English,1,346.88
2ca683c847,Male,0,1,0,30,"High school","Food preparation",109322,White,European,2,331.27
2ca6849a91,Male,1,1,0,33,Basic,Sales,109697,White,English,0,342.64
2ca6857686,Male,1,1,0,67,College,"Material moving",111560,White,Spanish,0,377.62
2ca6864827,Male,0,1,0,49,Basic,Transportation,70509,White,English,0,240.80
2ca6872464,Female,0,1,0,22,College,"Business and finance",107003,"African american",English,1,294.48
2ca6880059,Female,1,1,0,42,College,Management,145875,White,English,0,348.95
2ca689ae23,Female,0,1,0,39,"High school",Management,51888,"African american",English,2,256.80
a865edae-5,Female,1,1,0,43,"High school",Sales,0,White,English,0,266.10
a865ee26-5,Male,0,0,0,69,"High school",NULL,75265,White,English,0,267.36
2ca68a9e22,Male,0,0,0,69,"High school",NULL,75265,White,English,0,271.18
2ca68b7a38,Male,0,0,0,39,"College advanced",NULL,72770,White,English,1,284.25
2ca68c6a76,Male,1,1,0,20,Basic,"Architecture and engineering",50370,White,Spanish,6,272.69
a865eea8-5,Male,1,1,0,47,College,"Healthcare practice",72385,White,English,0,330.87
2ca68d4695,Male,1,1,0,47,College,"Healthcare practice",72385,White,English,0,270.74
2ca68e2253,Male,1,1,0,57,"High school","Material moving",41837,White,English,0,254.11
2ca68efe51,Male,0,1,0,53,"High school","Food preparation",40587,White,English,0,279.11
a865ef3e-5,Female,1,1,0,55,"High school",Sales,81549,White,English,0,407.20
2ca68fda57,Female,1,1,0,55,"High school",Sales,81549,White,English,0,381.21
2ca690b625,Female,0,1,0,46,"High school","Software engineering and math",58657,White,Spanish,0,241.41
2ca6919296,Female,1,1,0,20,"College advanced",Sales,143288,White,Spanish,6,480.92
a865efde-5,Male,1,1,0,43,"High school","Personal care",177268,White,Spanish,0,290.77
2ca6928228,Male,1,1,0,43,"High school","Personal care",177268,White,Spanish,0,284.27
2ca6935e07,Male,0,1,0,58,College,"Sanitation and maintenance",71582,White,English,0,345.45
a865f060-5,Female,1,1,0,23,"High school",Management,71707,White,English,1,315.91
2ca6943a14,Female,1,1,0,23,"High school",Management,71707,White,English,1,279.74
a865f0d8-5,Female,1,1,0,53,"High school",Sales,21878,White,English,0,238.40
2ca6953481,Male,1,0,0,54,"High school",NULL,111731,White,English,0,299.58
2ca6961084,Female,0,1,0,45,"High school","Food preparation",102418,White,English,0,302.79
2ca696ec43,Female,1,1,0,25,"High school",Management,102489,White,English,3,362.52
2ca697be94,Male,1,1,0,64,Basic,"Law enforcement",122846,White,Spanish,0,369.96
2ca6989a18,Male,1,0,0,21,"High school",NULL,101913,White,English,0,429.65
a865f150-5,Male,1,1,0,39,Basic,Management,137329,White,Spanish,7,347.54
2ca6998a62,Male,1,1,0,39,Basic,Management,137329,White,Spanish,7,494.62
a865f1d2-5,Female,0,1,0,21,"High school","Architecture and engineering",0,White,Spanish,2,253.46
2ca69a6669,Female,1,1,0,33,"High school",Management,64806,White,English,4,287.36
2ca69b4290,Female,0,0,0,35,"High school",NULL,42286,White,English,4,294.11
2ca69c1e51,Male,0,0,0,21,"College advanced",NULL,109160,White,English,3,358.43
2ca69cf013,Female,0,0,0,67,College,NULL,59919,White,Spanish,0,227.95
2ca69dc224,Female,1,0,0,20,"High school",NULL,53143,White,English,3,338.36
2ca69ebc78,Male,1,0,0,63,"High school",NULL,58880,White,English,0,313.18
a865f2f4-5,Female,1,0,0,44,"College advanced",NULL,0,"African american",English,0,271.00
2ca69fb671,Male,0,1,0,42,College,Transportation,63821,White,English,0,270.62
a865f376-5,Female,1,1,0,24,"College advanced","Construction and extraction",138434,White,Spanish,6,445.47
2ca6a09244,Female,1,1,0,24,"College advanced","Construction and extraction",138434,White,Spanish,6,440.76
2ca6a16e84,Female,1,1,0,38,College,"Food preparation",50713,"African american",English,3,348.04
2ca6a24a61,Female,0,0,0,46,"High school",NULL,45522,White,English,0,222.93
2ca6a33a25,Female,1,1,0,49,Basic,"Food preparation",80182,White,English,0,338.89
a865f470-5,Female,1,1,0,56,College,Management,14471,White,Asian,0,283.24
2ca6a41684,Female,0,0,0,22,"High school",NULL,96331,White,English,6,336.87
2ca6a4f216,Female,1,1,0,20,College,Transportation,142647,White,English,3,323.98
2ca6a5c466,Female,1,1,0,20,"High school",Transportation,69351,White,English,3,303.60
a865f56a-5,Female,0,0,0,21,"College advanced",NULL,12375,White,English,3,251.70
a865f65a-5,Male,0,1,0,38,College,Sales,61927,White,English,4,297.48
2ca6a6a016,Male,0,1,0,38,College,Sales,61927,White,English,4,354.77
2ca6a77231,Female,0,1,0,41,"High school","Sanitation and maintenance",133751,White,English,0,283.61
a865f6d2-5,Male,0,1,0,20,Basic,Management,98555,White,English,2,442.52
2ca6a84e65,Male,0,1,0,20,Basic,Management,98555,White,English,2,366.06
2ca6a92a81,Male,0,0,0,67,College,NULL,56221,White,European,0,253.47
2ca6aa1a40,Female,1,1,0,39,"High school","Office administrative support",84619,White,English,5,520.64
